activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,1,1,2,2,2,105000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,29,>60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,1,1,6,,,,,1,,,,5963,5.35,86900,110,1929,2255,47
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001900,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,2,2,45000.0,90.0,5.0,0.691,2,113.25,NA,100.0,,,240,NA,72,2,2,2,2,455000,1,1,3,5,1,NA,107,30%-<36%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,1,1,6,,,,,10,,,,5963,5.35,86900,110,1929,2255,47
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,45000.0,32.327,5.0,0.602,2,906.4,NA,100.0,,,240,NA,72,2,2,2,2,405000,1,1,3,5,1,NA,82,<20%,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,4657,11.17,81500,87,1216,1685,62
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073002301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,85000.0,75.0,3.75,0.297,2,1711.7,NA,350.0,,,360,NA,72,2,2,2,2,115000,1,1,3,5,2,NA,34,37,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,1,1,6,,,,,10,,,,3328,5.26,86900,95,1035,1290,54
2022,549300ZAI389CEN8VG51,99999,WI,55099,55099970600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,1,1,2,2,2,375000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,128,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,2246,3.47,81500,85,995,1890,44
2022,549300ZAI389CEN8VG51,99999,WI,55085,55085970900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,565000.0,80.0,4.0,0.183,3,2103.15,NA,350.0,,50.0,360,NA,72,2,2,2,2,705000,1,2,3,5,1,NA,1260,<20%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,2582,6.43,81500,93,835,2670,39
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,165000.0,76.19,3.5,0.034,2,2248.15,NA,350.0,,,360,NA,72,2,2,2,2,215000,1,1,3,5,1,NA,138,20%-<30%,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,1,1,6,,,,,10,,,,4602,5.06,81500,90,1513,2113,38
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,305000.0,95.0,4.5,0.234,2,2469.85,NA,1185.0,,,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,92,44,2,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,2,,,,,10,,,,4602,5.06,81500,90,1513,2113,38
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,2,2,2,2,5000.0,90.0,5.0,0.832,2,113.0,NA,100.0,,,120,NA,72,2,2,2,2,75000,1,1,3,5,1,NA,107,<20%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,4923,23.62,81500,85,1265,1806,47
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,31,1,2,2,2,35000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,72,2,2,2,2,NA,1,1,3,5,1,NA,38,NA,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,3,,,,4602,5.06,81500,90,1513,2113,38
2022,549300ZAI389CEN8VG51,99999,WI,55099,55099970400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,1,2,2,2,95000.0,80.0,3.75,0.759,2,1593.4,NA,350.0,,,360,NA,72,2,2,2,2,125000,1,1,3,5,1,NA,54,30%-<36%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,1843,6.19,81500,81,757,1844,38
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,2,1,4,2,2,2,2,75000.0,87.311,5.0,1.606,3,NA,NA,NA,NA,NA,180,NA,72,2,2,2,2,235000,1,1,3,5,1,NA,103,20%-<30%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,3673,12.58,86900,112,1171,1541,56
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001105,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,165000.0,82.274,3.75,0.187,2,1582.4,NA,350.0,,252.0,360,NA,72,2,2,2,2,265000,1,1,3,5,1,NA,100,<20%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,Yes,No,1,1,6,,,,,10,,,,2487,9.89,86900,118,729,842,37
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,55000.0,80.0,4.25,0.459,3,1548.15,NA,350.0,,,360,NA,72,2,2,2,2,75000,1,2,3,5,1,NA,124,20%-<30%,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,1,1,6,,,,,10,,,,2926,8.78,81500,82,767,1219,54
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,32,1,2,2,2,95000.0,36.609,3.5,-0.2,2,1256.95,NA,350.0,,,120,NA,72,2,2,2,2,255000,1,1,3,5,1,NA,121,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,4923,23.62,81500,85,1265,1806,47
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,415000.0,80.0,3.5,0.488,2,1623.15,NA,350.0,,,360,NA,72,2,2,2,2,525000,1,1,3,5,1,NA,121,20%-<30%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,4602,5.06,81500,90,1513,2113,38
2022,549300ZAI389CEN8VG51,99999,WI,55115,55115100400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,1,1,1,1,2,2,2,115000.0,80.0,4.0,0.316,2,1666.7,NA,350.0,,,360,NA,72,2,2,2,2,145000,1,1,3,5,1,NA,47,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4407,23.14,81500,78,1190,1692,60
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,32,1,2,2,2,195000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,96,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,2,,,,,10,,,,4602,5.06,81500,90,1513,2113,38
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073000900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,4,0,2,1,1,1,2,2,2,115000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,2,3,5,1,NA,139,NA,9,9,2,,,,,5,,,,,2,4,2,21,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,2189,13.89,86900,83,530,834,54
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,125000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,72,2,2,2,2,NA,1,1,3,5,1,NA,54,NA,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,6,,,,,3,,,,2926,8.78,81500,82,767,1219,54
2022,549300ZAI389CEN8VG51,99999,WI,55099,55099970600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,2,2,15000.0,90.0,5.0,0.953,3,113.0,NA,100.0,,,180,NA,72,2,2,2,2,185000,1,2,3,5,1,NA,141,20%-<30%,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,6,,,,,10,,,,2246,3.47,81500,85,995,1890,44
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,135000.0,80.0,3.75,0.266,2,1473.15,NA,350.0,,,360,NA,72,2,2,2,2,175000,1,1,3,5,1,NA,35,20%-<30%,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,6,,,,,10,,,,3332,5.43,81500,92,1070,1424,47
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,1,1,1,1,2,2,2,125000.0,90.0,4.25,0.35,2,1648.15,NA,350.0,,,360,NA,72,2,2,2,2,155000,1,1,3,5,1,NA,92,<20%,9,1,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,4923,23.62,81500,85,1265,1806,47
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,55000.0,90.0,4.0,0.196,2,1686.7,NA,350.0,,,360,NA,72,2,2,2,2,75000,1,1,3,5,1,NA,107,<20%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,4923,23.62,81500,85,1265,1806,47
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001104,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,1,1,1,1,2,2,2,155000.0,39.474,4.25,0.266,2,1813.15,NA,350.0,,,360,NA,72,2,2,2,2,385000,1,1,3,5,1,NA,264,<20%,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,6112,19.27,86900,94,1497,2233,39
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,1,1,1,2,2,2,2,15000.0,90.0,6.25,2.086,2,113.0,NA,100.0,,,120,NA,72,2,2,2,2,155000,1,1,3,5,1,NA,92,<20%,9,1,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,4923,23.62,81500,85,1265,1806,47
2022,549300ZAI389CEN8VG51,99999,WI,55141,55141010300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,1,75000.0,57.2,4.75,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,125000,1,3,3,5,2,NA,61,NA,1,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,6,,,,,10,,,,2878,9.35,81500,78,952,1454,0
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,1,1,1,1,2,2,1,485000.0,80.0,4.2,NA,3,NA,NA,NA,NA,NA,24,NA,NA,2,2,1,2,605000,1,3,3,5,1,NA,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,3565,12.51,86900,108,781,943,27
2022,549300ZAI389CEN8VG51,99999,WI,55141,55141010600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,1,185000.0,78.294,3.5,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,2,2,225000,1,3,3,5,2,NA,72,NA,3,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,4527,13.54,81500,113,1049,1544,68
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,95000.0,52.8,4.5,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,245000,1,3,3,5,2,NA,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,4923,23.62,81500,85,1265,1806,47
2022,549300ZAI389CEN8VG51,48140,WI,55069,55069961000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,0,2,1,31,1,2,2,1,45000.0,36.0,4.5,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,2,2,145000,1,3,3,5,2,NA,396,NA,3,3,2,,,,,2,,,,,2,2,2,21,,,,2,21,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,3462,6.7,86900,100,1064,1482,50
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,1,125000.0,80.0,4.55,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,155000,1,3,3,5,1,NA,100,NA,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,3673,12.58,86900,112,1171,1541,56
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001600,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,565000.0,80.0,4.2,NA,3,NA,NA,NA,NA,NA,48,NA,NA,2,2,1,2,705000,1,3,3,5,5-24,NA,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,6194,7.2,86900,105,2083,2495,38
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001106,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,225000.0,80.0,4.35,NA,3,NA,NA,NA,NA,NA,36,NA,NA,2,2,1,2,285000,1,3,3,5,1,NA,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,6358,13.92,86900,124,1613,1836,19
2022,549300ZAI389CEN8VG51,99999,WI,55115,55115100400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,195000.0,80.0,5.0,NA,3,NA,NA,NA,NA,NA,36,NA,NA,2,2,1,2,445000,1,3,3,5,3,NA,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,4407,23.14,81500,78,1190,1692,60
2022,549300ZAI389CEN8VG51,99999,WI,55115,55115100500,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,31,1,2,2,1,1305000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,NA,1,3,3,5,25-49,0,NA,NA,9,9,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,5100,27.16,81500,84,1124,1817,53
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073000300,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,2,0,2,1,31,1,2,2,1,1575000.0,80.0,4.0,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,2755000,1,3,3,5,5-24,NA,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,5198,14.1,86900,99,1660,2025,51
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001204,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,1,255000.0,75.6,4.0,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,405000,1,3,3,5,3,NA,196,NA,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,4215,8.09,86900,109,1104,1187,32
2022,549300ZAI389CEN8VG51,99999,WI,55085,55085971300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,1,2,2,2,435000.0,55.2,3.9,0.72,2,582.06,NA,350.0,,,120,NA,NA,2,2,2,2,775000,1,1,3,5,1,NA,157,48,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,Yes,1,1,6,,,,,10,,,,2077,8.81,81500,153,544,1651,36
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001106,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,2,1,195000.0,75.0,4.3,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,265000,1,3,3,5,2,NA,100,NA,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,6358,13.92,86900,124,1613,1836,19
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,85000.0,52.8,4.5,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,235000,1,3,3,5,3,NA,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,4923,23.62,81500,85,1265,1806,47
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,225000.0,80.0,4.5,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,275000,1,3,3,5,1,NA,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,4923,23.62,81500,85,1265,1806,47
2022,549300ZAI389CEN8VG51,22540,WI,55039,55039041000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,1,2,2,1,25000.0,28.0,5.25,NA,3,NA,NA,NA,NA,NA,36,NA,NA,2,2,1,2,85000,1,3,3,5,1,NA,134,NA,2,1,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,45-54,55-64,No,No,1,1,6,,,,,10,,,,3013,15.63,97200,92,962,1165,47
2022,549300ZAI389CEN8VG51,31540,WI,55025,55025010701,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,1,2,2,1,9425000.0,64.0,4.37,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,14805000,1,3,3,5,100-149,60,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,6351,17.56,111800,151,2133,2312,30
2022,549300ZAI389CEN8VG51,99999,WI,55107,55107960300,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,485000.0,79.5,4.75,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,675000,1,3,3,5,5-24,NA,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,2287,5.9,81500,87,884,1910,43
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,1,125000.0,80.0,5.0,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,165000,1,3,3,5,1,NA,100,NA,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,3673,12.58,86900,112,1171,1541,56
2022,549300ZAI389CEN8VG51,99999,WI,55099,55099970500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,31,1,2,2,2,115000.0,NA,2.375,NA,2,1982.98,NA,873.13,,,169,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2171,7.05,81500,91,603,1444,55
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,155000.0,53.57,3.9,-0.027,2,1511.7,NA,350.0,,,120,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,119,40,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,3565,12.51,86900,108,781,943,27
2022,549300ZAI389CEN8VG51,99999,WI,55097,55097960100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,225000.0,100.0,5.24,NA,3,1268.15,NA,150.0,,,36,NA,NA,2,2,1,2,235000,1,3,3,5,1,NA,204,38,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,4619,5.35,81500,128,1657,2139,41
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,1,1,2,2,1,405000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,NA,1,3,3,5,1,NA,84,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,3332,5.43,81500,92,1070,1424,47
